,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
0,0,0,202202240BRK,23.6,3.1,1st quarter,11:35.0,Al Horford,BOS,TRUE,2-pointer,0,2-0,'BOS',leads
1,1,1,202202240BRK,25.2,5.2,1st quarter,10:52.0,Robert Williams,BOS,TRUE,2-pointer,2,5-0,'BOS',leads
2,2,2,202202240BRK,43.2,19,1st quarter,10:15.0,Marcus Smart,BOS,TRUE,3-pointer,25,8-Feb,'BOS',leads
3,3,3,202202240BRK,39,23.2,1st quarter,09:33.0,Jaylen Brown,BOS,FALSE,3-pointer,25,8-Feb,'BOS',leads
4,4,4,202202240BRK,25.9,3.7,1st quarter,08:48.0,Jayson Tatum,BOS,TRUE,2-pointer,2,10-May,'BOS',leads
5,5,5,202202240BRK,5.3,21.2,1st quarter,07:20.0,Jayson Tatum,BOS,TRUE,3-pointer,26,16-Jul,'BOS',leads
6,6,6,202202240BRK,23.2,11.5,1st quarter,05:52.0,Jaylen Brown,BOS,TRUE,2-pointer,8,20-Oct,'BOS',leads
7,7,7,202202240BRK,25.8,3.8,1st quarter,05:27.0,Grant Williams,BOS,TRUE,2-pointer,2,22-Oct,'BOS',leads
8,8,8,202202240BRK,4.8,19.3,1st quarter,05:06.0,Jaylen Brown,BOS,FALSE,3-pointer,25,22-Oct,'BOS',leads
9,9,9,202202240BRK,14.7,27.4,1st quarter,04:49.0,Marcus Smart,BOS,TRUE,3-pointer,26,25-Nov,'BOS',leads
10,10,10,202202240BRK,20.5,4.8,1st quarter,04:10.0,Jayson Tatum,BOS,FALSE,2-pointer,4,25-13,'BOS',leads
11,11,11,202202240BRK,26.6,5.2,1st quarter,02:56.0,Derrick White,BOS,FALSE,2-pointer,3,27-15,'BOS',leads
12,12,12,202202240BRK,13,27.2,1st quarter,02:24.0,Jayson Tatum,BOS,FALSE,3-pointer,26,27-15,'BOS',leads
13,13,13,202202240BRK,38.4,24.7,1st quarter,01:27.0,Marcus Smart,BOS,TRUE,3-pointer,26,32-19,'BOS',leads
14,14,14,202202240BRK,3.3,18.2,1st quarter,01:04.0,Marcus Smart,BOS,FALSE,3-pointer,25,32-19,'BOS',leads
15,15,15,202202240BRK,34.8,25.9,1st quarter,00:34.0,Derrick White,BOS,TRUE,3-pointer,25,35-19,'BOS',leads
16,16,16,202202240BRK,46.8,3.1,1st quarter,00:04.0,Al Horford,BOS,FALSE,3-pointer,23,35-22,'BOS',leads
17,17,17,202202240BRK,37.7,24.9,2nd quarter,11:42.0,Payton Pritchard,BOS,TRUE,3-pointer,26,38-22,'BOS',leads
18,18,18,202202240BRK,29.3,28.8,2nd quarter,11:00.0,Al Horford,BOS,TRUE,3-pointer,26,41-24,'BOS',leads
19,19,19,202202240BRK,21.7,3.6,2nd quarter,10:36.0,Jaylen Brown,BOS,TRUE,2-pointer,2,43-24,'BOS',leads
20,20,20,202202240BRK,16.8,16.8,2nd quarter,10:10.0,Jaylen Brown,BOS,TRUE,2-pointer,15,45-24,'BOS',leads
21,21,21,202202240BRK,22.7,3.6,2nd quarter,09:35.0,Derrick White,BOS,TRUE,2-pointer,1,47-26,'BOS',leads
22,22,22,202202240BRK,25.9,4.2,2nd quarter,09:01.0,Grant Williams,BOS,FALSE,2-pointer,2,48-28,'BOS',leads
23,23,23,202202240BRK,34.3,26.7,2nd quarter,08:29.0,Al Horford,BOS,FALSE,3-pointer,26,48-30,'BOS',leads
24,24,24,202202240BRK,22.4,28.4,2nd quarter,08:10.0,Payton Pritchard,BOS,TRUE,3-pointer,25,51-30,'BOS',leads
25,25,25,202202240BRK,28.3,13.2,2nd quarter,07:28.0,Derrick White,BOS,FALSE,2-pointer,11,51-32,'BOS',leads
26,26,26,202202240BRK,35.1,27,2nd quarter,06:24.0,Payton Pritchard,BOS,FALSE,3-pointer,26,52-36,'BOS',leads
27,27,27,202202240BRK,21.7,30,2nd quarter,06:05.0,Payton Pritchard,BOS,FALSE,3-pointer,27,52-38,'BOS',leads
28,28,28,202202240BRK,23.9,3.8,2nd quarter,05:28.0,Robert Williams,BOS,TRUE,2-pointer,1,54-39,'BOS',leads
29,29,29,202202240BRK,37.5,25.1,2nd quarter,04:13.0,Jayson Tatum,BOS,FALSE,3-pointer,26,55-41,'BOS',leads
30,30,30,202202240BRK,26.3,3.8,2nd quarter,03:37.0,Grant Williams,BOS,FALSE,2-pointer,2,55-41,'BOS',leads
31,31,31,202202240BRK,25.7,3.8,2nd quarter,03:11.0,Jaylen Brown,BOS,FALSE,2-pointer,2,55-43,'BOS',leads
32,32,32,202202240BRK,24,3.3,2nd quarter,03:06.0,Robert Williams,BOS,TRUE,2-pointer,0,57-43,'BOS',leads
33,33,33,202202240BRK,24.2,4.3,2nd quarter,02:29.0,Jayson Tatum,BOS,TRUE,2-pointer,1,59-43,'BOS',leads
34,34,34,202202240BRK,16.6,8.3,2nd quarter,01:59.0,Jayson Tatum,BOS,FALSE,2-pointer,9,59-43,'BOS',leads
35,35,35,202202240BRK,24,3.3,2nd quarter,01:57.0,Robert Williams,BOS,FALSE,2-pointer,0,59-43,'BOS',leads
36,36,36,202202240BRK,47,14.4,2nd quarter,01:55.0,Jaylen Brown,BOS,TRUE,3-pointer,26,62-43,'BOS',leads
37,37,37,202202240BRK,23.6,10.8,2nd quarter,00:54.0,Jayson Tatum,BOS,TRUE,2-pointer,8,64-47,'BOS',leads
38,38,38,202202240BRK,45.5,26,2nd quarter,00:32.0,Marcus Smart,BOS,TRUE,3-pointer,31,67-50,'BOS',leads
39,39,39,202202240BRK,26.5,3.1,2nd quarter,00:02.0,Jayson Tatum,BOS,FALSE,2-pointer,3,67-52,'BOS',leads
40,40,40,202202240BRK,23.1,28.9,3rd quarter,11:43.0,Jayson Tatum,BOS,FALSE,3-pointer,26,67-52,'BOS',leads
41,41,41,202202240BRK,24.1,3.7,3rd quarter,11:06.0,Robert Williams,BOS,TRUE,2-pointer,0,69-52,'BOS',leads
42,42,42,202202240BRK,25.1,3.1,3rd quarter,10:40.0,Jaylen Brown,BOS,TRUE,2-pointer,1,71-54,'BOS',leads
43,43,43,202202240BRK,26.1,3.7,3rd quarter,09:56.0,Jaylen Brown,BOS,FALSE,2-pointer,2,71-56,'BOS',leads
44,44,44,202202240BRK,44.7,17.3,3rd quarter,09:41.0,Jaylen Brown,BOS,FALSE,3-pointer,25,71-56,'BOS',leads
45,45,45,202202240BRK,25.4,3.6,3rd quarter,09:32.0,Al Horford,BOS,TRUE,2-pointer,1,73-56,'BOS',leads
46,46,46,202202240BRK,0.8,-0.2,3rd quarter,08:53.0,Marcus Smart,BOS,TRUE,3-pointer,23,76-58,'BOS',leads
47,47,47,202202240BRK,26.7,28.5,3rd quarter,08:27.0,Al Horford,BOS,FALSE,3-pointer,25,76-58,'BOS',leads
48,48,48,202202240BRK,47.6,5.2,3rd quarter,08:19.0,Jayson Tatum,BOS,TRUE,3-pointer,24,79-58,'BOS',leads
49,49,49,202202240BRK,36.9,17.3,3rd quarter,07:23.0,Jaylen Brown,BOS,TRUE,2-pointer,19,81-60,'BOS',leads
50,50,50,202202240BRK,10.1,23.9,3rd quarter,06:37.0,Jaylen Brown,BOS,FALSE,3-pointer,25,81-60,'BOS',leads
51,51,51,202202240BRK,47,4.8,3rd quarter,06:15.0,Al Horford,BOS,FALSE,3-pointer,23,81-63,'BOS',leads
52,52,52,202202240BRK,0.6,1.1,3rd quarter,05:46.0,Grant Williams,BOS,FALSE,3-pointer,24,81-63,'BOS',leads
53,53,53,202202240BRK,26.8,5.4,3rd quarter,04:56.0,Derrick White,BOS,TRUE,2-pointer,4,84-65,'BOS',leads
54,54,54,202202240BRK,39.9,22.3,3rd quarter,04:22.0,Derrick White,BOS,FALSE,3-pointer,25,86-67,'BOS',leads
55,55,55,202202240BRK,22.3,24.6,3rd quarter,03:48.0,Jayson Tatum,BOS,FALSE,2-pointer,21,86-69,'BOS',leads
56,56,56,202202240BRK,24.2,28.8,3rd quarter,03:42.0,Jayson Tatum,BOS,TRUE,3-pointer,26,89-69,'BOS',leads
57,57,57,202202240BRK,25.8,5.9,3rd quarter,03:23.0,Grant Williams,BOS,TRUE,2-pointer,3,91-69,'BOS',leads
58,58,58,202202240BRK,12.2,25.5,3rd quarter,02:43.0,Derrick White,BOS,FALSE,3-pointer,25,91-69,'BOS',leads
59,59,59,202202240BRK,22.1,3.6,3rd quarter,02:09.0,Jayson Tatum,BOS,TRUE,2-pointer,2,93-72,'BOS',leads
60,60,60,202202240BRK,23.5,28.5,3rd quarter,01:44.0,Grant Williams,BOS,FALSE,3-pointer,25,93-72,'BOS',leads
61,61,61,202202240BRK,24.2,5.5,3rd quarter,01:38.0,Derrick White,BOS,FALSE,2-pointer,2,93-72,'BOS',leads
62,62,62,202202240BRK,26.1,4.6,3rd quarter,01:22.0,Al Horford,BOS,TRUE,2-pointer,2,95-72,'BOS',leads
63,63,63,202202240BRK,10.8,22.8,3rd quarter,00:35.0,Jayson Tatum,BOS,TRUE,2-pointer,24,97-74,'BOS',leads
64,64,64,202202240BRK,13.5,26.2,3rd quarter,00:04.0,Jayson Tatum,BOS,FALSE,3-pointer,25,97-74,'BOS',leads
65,65,65,202202240BRK,26.9,4.3,4th quarter,11:40.0,Grant Williams,BOS,TRUE,2-pointer,3,99-74,'BOS',leads
66,66,66,202202240BRK,27.5,17.7,4th quarter,11:08.0,Jayson Tatum,BOS,FALSE,2-pointer,15,100-74,'BOS',leads
67,67,67,202202240BRK,30.7,14.1,4th quarter,10:33.0,Derrick White,BOS,TRUE,2-pointer,13,102-76,'BOS',leads
68,68,68,202202240BRK,47.5,4.7,4th quarter,10:06.0,Payton Pritchard,BOS,FALSE,3-pointer,24,102-76,'BOS',leads
69,69,69,202202240BRK,4.1,17.8,4th quarter,09:23.0,Jayson Tatum,BOS,FALSE,3-pointer,25,103-77,'BOS',leads
70,70,70,202202240BRK,25.6,3.6,4th quarter,08:35.0,Jayson Tatum,BOS,TRUE,2-pointer,2,105-80,'BOS',leads
71,71,71,202202240BRK,0.6,0.1,4th quarter,07:45.0,Al Horford,BOS,FALSE,3-pointer,24,105-82,'BOS',leads
72,72,72,202202240BRK,25.8,4.2,4th quarter,06:57.0,Al Horford,BOS,TRUE,2-pointer,2,109-84,'BOS',leads
73,73,73,202202240BRK,29.8,28.2,4th quarter,06:38.0,Jayson Tatum,BOS,TRUE,3-pointer,26,112-84,'BOS',leads
74,74,74,202202240BRK,38.9,23.1,4th quarter,06:10.0,Payton Pritchard,BOS,FALSE,3-pointer,25,112-86,'BOS',leads
75,75,75,202202240BRK,13.7,27,4th quarter,06:06.0,Grant Williams,BOS,TRUE,3-pointer,26,115-86,'BOS',leads
76,76,76,202202240BRK,3.2,16.8,4th quarter,05:22.0,Aaron Nesmith,BOS,TRUE,3-pointer,25,118-89,'BOS',leads
77,77,77,202202240BRK,24.1,3.6,4th quarter,04:44.0,Daniel Theis,BOS,TRUE,2-pointer,0,120-91,'BOS',leads
78,78,78,202202240BRK,26.4,4.4,4th quarter,03:42.0,Brodric Thomas,BOS,TRUE,2-pointer,3,122-95,'BOS',leads
79,79,79,202202240BRK,18.1,27.4,4th quarter,03:19.0,Daniel Theis,BOS,FALSE,3-pointer,25,122-95,'BOS',leads
80,80,80,202202240BRK,1.2,0.7,4th quarter,03:01.0,Sam Hauser,BOS,FALSE,3-pointer,23,122-95,'BOS',leads
81,81,81,202202240BRK,42.5,19.8,4th quarter,02:13.0,Aaron Nesmith,BOS,TRUE,3-pointer,25,125-98,'BOS',leads
82,82,82,202202240BRK,24.9,3.6,4th quarter,01:48.0,Daniel Theis,BOS,TRUE,2-pointer,1,127-100,'BOS',leads
83,83,83,202202240BRK,25.7,3.2,4th quarter,01:03.0,Brodric Thomas,BOS,TRUE,2-pointer,2,129-104,'BOS',leads
84,84,84,202202240BRK,26.9,5.3,4th quarter,00:33.0,Aaron Nesmith,BOS,FALSE,2-pointer,4,129-104,'BOS',leads
85,85,85,202202240BRK,27.7,11.8,1st quarter,11:22.0,James Johnson,BRK,FALSE,2-pointer,9,0-2,'BOS',trails
86,86,86,202202240BRK,35.8,15.8,1st quarter,11:01.0,Patty Mills,BRK,FALSE,2-pointer,17,0-3,'BOS',trails
87,87,87,202202240BRK,27.3,12.8,1st quarter,10:38.0,Bruce Brown,BRK,TRUE,2-pointer,10,2-May,'BOS',trails
88,88,88,202202240BRK,35,25.8,1st quarter,10:01.0,James Johnson,BRK,FALSE,3-pointer,25,2-Aug,'BOS',trails
89,89,89,202202240BRK,38.5,23.4,1st quarter,09:41.0,Seth Curry,BRK,FALSE,3-pointer,25,2-Aug,'BOS',trails
90,90,90,202202240BRK,22.5,28.3,1st quarter,09:13.0,Bruce Brown,BRK,TRUE,3-pointer,25,5-Aug,'BOS',trails
91,91,91,202202240BRK,46.4,5,1st quarter,08:33.0,Bruce Brown,BRK,FALSE,3-pointer,22,5-Oct,'BOS',trails
92,92,92,202202240BRK,24.1,4.3,1st quarter,07:54.0,Seth Curry,BRK,TRUE,2-pointer,1,Jul-13,'BOS',trails
93,93,93,202202240BRK,34.6,26.2,1st quarter,07:38.0,Patty Mills,BRK,FALSE,3-pointer,25,Jul-13,'BOS',trails
94,94,94,202202240BRK,37.9,24.1,1st quarter,07:29.0,Seth Curry,BRK,FALSE,3-pointer,25,Jul-13,'BOS',trails
95,95,95,202202240BRK,18.4,27.3,1st quarter,06:53.0,James Johnson,BRK,TRUE,3-pointer,25,Oct-16,'BOS',trails
96,96,96,202202240BRK,24.7,7.7,1st quarter,06:17.0,LaMarcus Aldridge,BRK,FALSE,2-pointer,4,Oct-18,'BOS',trails
97,97,97,202202240BRK,27.5,10.8,1st quarter,05:35.0,LaMarcus Aldridge,BRK,FALSE,2-pointer,8,Oct-20,'BOS',trails
98,98,98,202202240BRK,23.8,29.8,1st quarter,05:17.0,Cam Thomas,BRK,FALSE,3-pointer,27,Oct-22,'BOS',trails
99,99,99,202202240BRK,10.9,21,1st quarter,04:28.0,Seth Curry,BRK,TRUE,2-pointer,22,13-25,'BOS',trails
100,100,100,202202240BRK,44.6,17.7,1st quarter,04:03.0,Blake Griffin,BRK,FALSE,3-pointer,25,13-25,'BOS',trails
101,101,101,202202240BRK,25.1,3.9,1st quarter,03:52.0,Bruce Brown,BRK,TRUE,2-pointer,1,15-25,'BOS',trails
102,102,102,202202240BRK,18.6,24.4,1st quarter,03:05.0,Cam Thomas,BRK,FALSE,2-pointer,22,15-27,'BOS',trails
103,103,103,202202240BRK,31.8,27,1st quarter,02:52.0,Patty Mills,BRK,FALSE,3-pointer,25,15-27,'BOS',trails
104,104,104,202202240BRK,25.6,26,1st quarter,02:35.0,Patty Mills,BRK,FALSE,2-pointer,23,15-27,'BOS',trails
105,105,105,202202240BRK,27.5,25.2,1st quarter,02:13.0,Kessler Edwards,BRK,TRUE,2-pointer,22,17-27,'BOS',trails
106,106,106,202202240BRK,25.7,3.4,1st quarter,01:46.0,Cam Thomas,BRK,TRUE,2-pointer,2,19-29,'BOS',trails
107,107,107,202202240BRK,22.5,4.2,1st quarter,01:09.0,Cam Thomas,BRK,FALSE,2-pointer,2,19-32,'BOS',trails
108,108,108,202202240BRK,33.7,16.8,1st quarter,00:41.0,Patty Mills,BRK,FALSE,2-pointer,17,19-32,'BOS',trails
109,109,109,202202240BRK,11.1,6.3,1st quarter,00:19.0,LaMarcus Aldridge,BRK,TRUE,2-pointer,13,21-35,'BOS',trails
110,110,110,202202240BRK,20.9,12.9,2nd quarter,11:19.0,Bruce Brown,BRK,TRUE,2-pointer,10,24-38,'BOS',trails
111,111,111,202202240BRK,26.4,14.8,2nd quarter,10:42.0,James Johnson,BRK,FALSE,2-pointer,12,24-41,'BOS',trails
112,112,112,202202240BRK,35.5,14.2,2nd quarter,10:19.0,Patty Mills,BRK,FALSE,2-pointer,16,24-43,'BOS',trails
113,113,113,202202240BRK,23.2,15.9,2nd quarter,09:20.0,James Johnson,BRK,TRUE,2-pointer,13,28-48,'BOS',trails
114,114,114,202202240BRK,37.9,24.3,2nd quarter,08:53.0,Seth Curry,BRK,FALSE,3-pointer,25,28-48,'BOS',trails
115,115,115,202202240BRK,23.3,3.6,2nd quarter,08:43.0,Nic Claxton,BRK,TRUE,2-pointer,1,30-48,'BOS',trails
116,116,116,202202240BRK,23.2,7.9,2nd quarter,08:20.0,James Johnson,BRK,FALSE,2-pointer,5,30-48,'BOS',trails
117,117,117,202202240BRK,28,13.4,2nd quarter,07:50.0,Bruce Brown,BRK,FALSE,2-pointer,11,30-51,'BOS',trails
118,118,118,202202240BRK,30.3,10.3,2nd quarter,07:43.0,Seth Curry,BRK,TRUE,2-pointer,9,32-51,'BOS',trails
119,119,119,202202240BRK,24.4,3.9,2nd quarter,07:17.0,Andre Drummond,BRK,TRUE,2-pointer,1,34-51,'BOS',trails
120,120,120,202202240BRK,38.3,14.8,2nd quarter,06:52.0,Seth Curry,BRK,TRUE,2-pointer,18,36-51,'BOS',trails
121,121,121,202202240BRK,30.6,12.9,2nd quarter,05:48.0,Bruce Brown,BRK,FALSE,2-pointer,12,38-52,'BOS',trails
122,122,122,202202240BRK,1.2,2.7,2nd quarter,05:10.0,Seth Curry,BRK,FALSE,3-pointer,23,39-54,'BOS',trails
123,123,123,202202240BRK,31.1,27.3,2nd quarter,05:02.0,James Johnson,BRK,FALSE,3-pointer,25,39-54,'BOS',trails
124,124,124,202202240BRK,24.3,3.6,2nd quarter,04:32.0,Andre Drummond,BRK,TRUE,2-pointer,0,41-55,'BOS',trails
125,125,125,202202240BRK,32.1,27.5,2nd quarter,04:03.0,Cam Thomas,BRK,FALSE,3-pointer,26,41-55,'BOS',trails
126,126,126,202202240BRK,24.2,3.2,2nd quarter,03:42.0,Andre Drummond,BRK,FALSE,2-pointer,0,41-55,'BOS',trails
127,127,127,202202240BRK,23.3,3.6,2nd quarter,03:27.0,Andre Drummond,BRK,TRUE,2-pointer,1,43-55,'BOS',trails
128,128,128,202202240BRK,10.5,24.8,2nd quarter,02:45.0,James Johnson,BRK,FALSE,3-pointer,25,43-57,'BOS',trails
129,129,129,202202240BRK,25.1,12.3,2nd quarter,02:11.0,Cam Thomas,BRK,FALSE,2-pointer,9,43-59,'BOS',trails
130,130,130,202202240BRK,0.4,1.3,2nd quarter,01:25.0,Kessler Edwards,BRK,TRUE,3-pointer,24,46-62,'BOS',trails
131,131,131,202202240BRK,20.5,28.2,2nd quarter,00:36.0,Kessler Edwards,BRK,TRUE,3-pointer,25,50-64,'BOS',trails
132,132,132,202202240BRK,14.2,11.2,2nd quarter,00:18.0,Cam Thomas,BRK,FALSE,2-pointer,13,50-67,'BOS',trails
133,133,133,202202240BRK,24.5,15.3,3rd quarter,11:29.0,Seth Curry,BRK,FALSE,2-pointer,12,52-67,'BOS',trails
134,134,134,202202240BRK,19,10.8,3rd quarter,10:50.0,Bruce Brown,BRK,TRUE,2-pointer,9,54-69,'BOS',trails
135,135,135,202202240BRK,0.9,11.1,3rd quarter,10:19.0,James Johnson,BRK,FALSE,3-pointer,24,54-71,'BOS',trails
136,136,136,202202240BRK,23.7,3.2,3rd quarter,10:14.0,Andre Drummond,BRK,TRUE,2-pointer,0,56-71,'BOS',trails
137,137,137,202202240BRK,26.5,3.7,3rd quarter,09:46.0,James Johnson,BRK,FALSE,2-pointer,3,56-71,'BOS',trails
138,138,138,202202240BRK,38,4.9,3rd quarter,09:15.0,Seth Curry,BRK,TRUE,2-pointer,14,58-73,'BOS',trails
139,139,139,202202240BRK,20.2,21.1,3rd quarter,08:40.0,James Johnson,BRK,FALSE,2-pointer,18,58-76,'BOS',trails
140,140,140,202202240BRK,7.2,24.3,3rd quarter,08:03.0,Bruce Brown,BRK,FALSE,3-pointer,27,58-79,'BOS',trails
141,141,141,202202240BRK,38.3,6.8,3rd quarter,07:59.0,Seth Curry,BRK,TRUE,2-pointer,15,60-79,'BOS',trails
142,142,142,202202240BRK,7.2,22,3rd quarter,07:34.0,Patty Mills,BRK,FALSE,3-pointer,25,60-79,'BOS',trails
143,143,143,202202240BRK,19.5,11.8,3rd quarter,06:56.0,Bruce Brown,BRK,FALSE,2-pointer,10,60-81,'BOS',trails
144,144,144,202202240BRK,19.2,29.2,3rd quarter,06:31.0,Seth Curry,BRK,TRUE,3-pointer,26,63-81,'BOS',trails
145,145,145,202202240BRK,37.2,26.4,3rd quarter,06:03.0,Seth Curry,BRK,FALSE,3-pointer,27,63-81,'BOS',trails
146,146,146,202202240BRK,28.7,18.3,3rd quarter,05:35.0,Seth Curry,BRK,TRUE,2-pointer,16,65-81,'BOS',trails
147,147,147,202202240BRK,37.2,15.1,3rd quarter,05:05.0,Seth Curry,BRK,FALSE,2-pointer,18,65-82,'BOS',trails
148,148,148,202202240BRK,33,4.8,3rd quarter,04:42.0,LaMarcus Aldridge,BRK,TRUE,2-pointer,9,67-84,'BOS',trails
149,149,149,202202240BRK,24.3,2.8,3rd quarter,04:14.0,James Johnson,BRK,FALSE,2-pointer,0,67-86,'BOS',trails
150,150,150,202202240BRK,20.2,5.9,3rd quarter,03:28.0,Cam Thomas,BRK,FALSE,2-pointer,5,69-89,'BOS',trails
151,151,151,202202240BRK,34.3,7.2,3rd quarter,03:04.0,LaMarcus Aldridge,BRK,FALSE,2-pointer,11,69-91,'BOS',trails
152,152,152,202202240BRK,46.6,9.3,3rd quarter,02:30.0,Kessler Edwards,BRK,TRUE,3-pointer,23,72-91,'BOS',trails
153,153,153,202202240BRK,17.1,28.4,3rd quarter,01:57.0,Patty Mills,BRK,FALSE,3-pointer,26,72-93,'BOS',trails
154,154,154,202202240BRK,19,13.1,3rd quarter,00:39.0,Cam Thomas,BRK,TRUE,2-pointer,11,74-95,'BOS',trails
155,155,155,202202240BRK,14,18.2,3rd quarter,00:25.0,Cam Thomas,BRK,FALSE,2-pointer,18,74-97,'BOS',trails
156,156,156,202202240BRK,35.3,4.3,4th quarter,11:29.0,LaMarcus Aldridge,BRK,FALSE,2-pointer,11,74-100,'BOS',trails
157,157,157,202202240BRK,30.4,11.6,4th quarter,10:54.0,Seth Curry,BRK,TRUE,2-pointer,11,76-100,'BOS',trails
158,158,158,202202240BRK,22.7,5.7,4th quarter,10:13.0,Seth Curry,BRK,FALSE,2-pointer,3,76-102,'BOS',trails
159,159,159,202202240BRK,25.9,8.8,4th quarter,09:33.0,Bruce Brown,BRK,FALSE,2-pointer,6,77-103,'BOS',trails
160,160,160,202202240BRK,16.9,28.2,4th quarter,09:04.0,Seth Curry,BRK,TRUE,3-pointer,26,80-103,'BOS',trails
161,161,161,202202240BRK,19.5,12,4th quarter,08:04.0,LaMarcus Aldridge,BRK,TRUE,2-pointer,10,82-105,'BOS',trails
162,162,162,202202240BRK,37,15.1,4th quarter,07:36.0,Seth Curry,BRK,FALSE,2-pointer,18,82-105,'BOS',trails
163,163,163,202202240BRK,29.6,6.2,4th quarter,06:49.0,Bruce Brown,BRK,FALSE,2-pointer,6,84-109,'BOS',trails
164,164,164,202202240BRK,25.5,13.9,4th quarter,06:25.0,Cam Thomas,BRK,TRUE,2-pointer,11,86-112,'BOS',trails
165,165,165,202202240BRK,19.7,4.6,4th quarter,05:51.0,Nic Claxton,BRK,TRUE,2-pointer,5,88-115,'BOS',trails
166,166,166,202202240BRK,24.7,3.8,4th quarter,05:09.0,Nic Claxton,BRK,TRUE,2-pointer,1,91-118,'BOS',trails
167,167,167,202202240BRK,24.3,5.1,4th quarter,04:34.0,Day'Ron Sharpe,BRK,TRUE,2-pointer,2,93-120,'BOS',trails
168,168,168,202202240BRK,16.7,8.8,4th quarter,04:05.0,David Duke,BRK,FALSE,2-pointer,9,93-120,'BOS',trails
169,169,169,202202240BRK,21.8,3.6,4th quarter,03:59.0,Nic Claxton,BRK,TRUE,2-pointer,2,95-120,'BOS',trails
170,170,170,202202240BRK,16.8,9.5,4th quarter,03:27.0,Nic Claxton,BRK,FALSE,2-pointer,10,95-122,'BOS',trails
171,171,171,202202240BRK,31.3,12.7,4th quarter,03:10.0,Cam Thomas,BRK,FALSE,2-pointer,12,95-122,'BOS',trails
172,172,172,202202240BRK,24.4,3.6,4th quarter,02:28.0,Day'Ron Sharpe,BRK,TRUE,2-pointer,1,97-122,'BOS',trails
173,173,173,202202240BRK,39,3.6,4th quarter,02:02.0,Cam Thomas,BRK,TRUE,2-pointer,15,100-125,'BOS',trails
174,174,174,202202240BRK,23.9,4.2,4th quarter,01:39.0,David Duke,BRK,TRUE,2-pointer,1,102-127,'BOS',trails
175,175,175,202202240BRK,35.2,25.6,4th quarter,00:48.0,Day'Ron Sharpe,BRK,FALSE,3-pointer,25,104-129,'BOS',trails
176,176,176,202202240CHI,20.3,10.3,1st quarter,11:22.0,De'Andre Hunter,ATL,FALSE,2-pointer,8,0-0,'CHI',tied
177,177,177,202202240CHI,16.4,21,1st quarter,10:41.0,Danilo Gallinari,ATL,FALSE,2-pointer,19,0-4,'CHI',trails
178,178,178,202202240CHI,20.3,31.6,1st quarter,10:03.0,Trae Young,ATL,FALSE,3-pointer,29,0-6,'CHI',trails
179,179,179,202202240CHI,1.3,11.8,1st quarter,09:31.0,De'Andre Hunter,ATL,FALSE,3-pointer,24,0-8,'CHI',trails
180,180,180,202202240CHI,24.4,4.1,1st quarter,08:59.0,Clint Capela,ATL,TRUE,2-pointer,1,2-Oct,'CHI',trails
181,181,181,202202240CHI,33.5,14.2,1st quarter,08:35.0,Danilo Gallinari,ATL,FALSE,2-pointer,14,2-Nov,'CHI',trails
182,182,182,202202240CHI,7.5,17.9,1st quarter,08:02.0,Danilo Gallinari,ATL,TRUE,2-pointer,22,4-Nov,'CHI',trails
183,183,183,202202240CHI,24.7,17.9,1st quarter,07:41.0,De'Andre Hunter,ATL,FALSE,2-pointer,15,4-Nov,'CHI',trails
184,184,184,202202240CHI,21.6,7.7,1st quarter,07:23.0,Trae Young,ATL,TRUE,2-pointer,5,6-Nov,'CHI',trails
185,185,185,202202240CHI,24.3,3.9,1st quarter,06:56.0,Clint Capela,ATL,FALSE,2-pointer,1,Jun-14,'CHI',trails
186,186,186,202202240CHI,24,3.3,1st quarter,06:53.0,Clint Capela,ATL,FALSE,2-pointer,0,Jun-14,'CHI',trails
187,187,187,202202240CHI,24.2,4.8,1st quarter,06:34.0,Kevin Huerter,ATL,FALSE,2-pointer,2,Jun-16,'CHI',trails
188,188,188,202202240CHI,34.6,6.8,1st quarter,06:14.0,Danilo Gallinari,ATL,FALSE,2-pointer,11,Jun-16,'CHI',trails
189,189,189,202202240CHI,23.9,4.3,1st quarter,05:41.0,Trae Young,ATL,FALSE,2-pointer,1,Jun-16,'CHI',trails
190,190,190,202202240CHI,22.4,4.4,1st quarter,05:30.0,Trae Young,ATL,FALSE,2-pointer,2,Jun-16,'CHI',trails
191,191,191,202202240CHI,20.7,6.7,1st quarter,04:40.0,Onyeka Okongwu,ATL,TRUE,2-pointer,5,Aug-16,'CHI',trails
192,192,192,202202240CHI,5.2,7,1st quarter,04:06.0,Trae Young,ATL,FALSE,2-pointer,19,Aug-16,'CHI',trails
193,193,193,202202240CHI,9.1,14.9,1st quarter,03:36.0,Danilo Gallinari,ATL,FALSE,2-pointer,19,Aug-18,'CHI',trails
194,194,194,202202240CHI,25.2,3.6,1st quarter,02:44.0,Bogdan Bogdanović,ATL,TRUE,2-pointer,1,Dec-18,'CHI',trails
195,195,195,202202240CHI,25,10.6,1st quarter,01:32.0,Lou Williams,ATL,TRUE,2-pointer,7,19-20,'CHI',trails
196,196,196,202202240CHI,47.8,1.1,1st quarter,00:57.0,De'Andre Hunter,ATL,FALSE,3-pointer,24,19-20,'CHI',trails
