,Unnamed: 0.1,Unnamed: 0,match_id,shotX,shotY,quarter,time_remaining,player,team,made,shot_type,distance,score,opp,status
834,834,834,202202240OKC,8.5,25.4,2nd quarter,01:58.0,Shai Gilgeous-Alexander,OKC,FALSE,3-pointer,27,38-46,'OKC',trails
835,835,835,202202240OKC,27.3,5.8,2nd quarter,01:06.0,Josh Giddey,OKC,TRUE,2-pointer,4,40-46,'OKC',trails
836,836,836,202202240OKC,19.5,5.8,2nd quarter,00:49.0,Shai Gilgeous-Alexander,OKC,FALSE,2-pointer,5,40-46,'OKC',trails
837,837,837,202202240OKC,0.4,6.8,2nd quarter,00:45.0,Shai Gilgeous-Alexander,OKC,TRUE,3-pointer,24,43-46,'OKC',trails
838,838,838,202202240OKC,27.3,5.1,2nd quarter,00:23.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,4,45-46,'OKC',trails
839,839,839,202202240OKC,28.6,5.7,3rd quarter,11:39.0,Josh Giddey,OKC,TRUE,2-pointer,5,47-48,'OKC',trails
840,840,840,202202240OKC,12.6,8.1,3rd quarter,11:02.0,Shai Gilgeous-Alexander,OKC,FALSE,2-pointer,12,47-50,'OKC',trails
841,841,841,202202240OKC,19.4,4.6,3rd quarter,10:33.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,5,49-50,'OKC',trails
842,842,842,202202240OKC,26.8,12.3,3rd quarter,10:10.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,9,51-53,'OKC',trails
843,843,843,202202240OKC,37.1,27.7,3rd quarter,09:48.0,Josh Giddey,OKC,FALSE,3-pointer,28,51-53,'OKC',trails
844,844,844,202202240OKC,6.9,21.6,3rd quarter,09:15.0,Tre Mann,OKC,TRUE,3-pointer,25,54-53,'OKC',leads
845,845,845,202202240OKC,31.8,15.2,3rd quarter,08:18.0,Josh Giddey,OKC,FALSE,2-pointer,14,56-56,'OKC',tied
846,846,846,202202240OKC,25.3,15.8,3rd quarter,08:00.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,13,58-58,'OKC',tied
847,847,847,202202240OKC,31.1,15.2,3rd quarter,07:22.0,Derrick Favors,OKC,TRUE,2-pointer,14,60-60,'OKC',tied
848,848,848,202202240OKC,38.8,6.4,3rd quarter,06:50.0,Josh Giddey,OKC,TRUE,2-pointer,15,62-62,'OKC',tied
849,849,849,202202240OKC,29.5,15.8,3rd quarter,06:24.0,Derrick Favors,OKC,FALSE,2-pointer,14,62-62,'OKC',tied
850,850,850,202202240OKC,47.8,11.3,3rd quarter,05:36.0,Tre Mann,OKC,FALSE,3-pointer,25,62-66,'OKC',trails
851,851,851,202202240OKC,21.2,13.4,3rd quarter,05:01.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,11,64-68,'OKC',trails
852,852,852,202202240OKC,16.3,28.2,3rd quarter,04:46.0,Isaiah Roby,OKC,FALSE,3-pointer,26,64-72,'OKC',trails
853,853,853,202202240OKC,15.2,5.8,3rd quarter,04:24.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,9,66-72,'OKC',trails
854,854,854,202202240OKC,25.7,8.6,3rd quarter,04:04.0,Isaiah Roby,OKC,FALSE,2-pointer,6,67-72,'OKC',trails
855,855,855,202202240OKC,17.8,4.9,3rd quarter,03:53.0,Josh Giddey,OKC,FALSE,2-pointer,6,67-72,'OKC',trails
856,856,856,202202240OKC,31.6,26.7,3rd quarter,03:37.0,Shai Gilgeous-Alexander,OKC,FALSE,3-pointer,25,67-74,'OKC',trails
857,857,857,202202240OKC,26.7,7.8,3rd quarter,03:24.0,Aleksej Pokusevski,OKC,TRUE,2-pointer,5,69-76,'OKC',trails
858,858,858,202202240OKC,26.8,8,3rd quarter,02:57.0,Josh Giddey,OKC,TRUE,2-pointer,5,71-76,'OKC',trails
859,859,859,202202240OKC,40.8,30.8,3rd quarter,02:17.0,Shai Gilgeous-Alexander,OKC,FALSE,3-pointer,32,72-79,'OKC',trails
860,860,860,202202240OKC,29,14.7,3rd quarter,01:34.0,Aleksej Pokusevski,OKC,FALSE,2-pointer,12,72-82,'OKC',trails
861,861,861,202202240OKC,43.2,21.3,3rd quarter,01:31.0,Aaron Wiggins,OKC,FALSE,3-pointer,26,72-82,'OKC',trails
862,862,862,202202240OKC,28.3,6.4,3rd quarter,01:03.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,5,74-84,'OKC',trails
863,863,863,202202240OKC,5.7,22,3rd quarter,00:33.0,Vit Krejci,OKC,TRUE,3-pointer,26,77-85,'OKC',trails
864,864,864,202202240OKC,26.4,8,4th quarter,11:30.0,Tre Mann,OKC,FALSE,2-pointer,5,77-85,'OKC',trails
865,865,865,202202240OKC,22.3,7.4,4th quarter,11:01.0,Vit Krejci,OKC,TRUE,2-pointer,4,79-85,'OKC',trails
866,866,866,202202240OKC,28,8.8,4th quarter,10:38.0,Tre Mann,OKC,FALSE,2-pointer,7,79-87,'OKC',trails
867,867,867,202202240OKC,36.9,25.7,4th quarter,10:13.0,Tre Mann,OKC,FALSE,3-pointer,26,79-90,'OKC',trails
868,868,868,202202240OKC,19.2,5.5,4th quarter,09:41.0,Tre Mann,OKC,TRUE,2-pointer,5,81-92,'OKC',trails
869,869,869,202202240OKC,48.3,8.6,4th quarter,09:14.0,Vit Krejci,OKC,TRUE,3-pointer,25,84-92,'OKC',trails
870,870,870,202202240OKC,27,7.2,4th quarter,08:51.0,Aleksej Pokusevski,OKC,TRUE,2-pointer,5,86-92,'OKC',trails
871,871,871,202202240OKC,24,29.3,4th quarter,08:13.0,Isaiah Roby,OKC,TRUE,3-pointer,26,89-94,'OKC',trails
872,872,872,202202240OKC,28.2,5.3,4th quarter,07:31.0,Isaiah Roby,OKC,TRUE,2-pointer,5,91-94,'OKC',trails
873,873,873,202202240OKC,27,6.8,4th quarter,06:56.0,Tre Mann,OKC,TRUE,2-pointer,5,93-97,'OKC',trails
874,874,874,202202240OKC,29.3,31,4th quarter,06:22.0,Shai Gilgeous-Alexander,OKC,FALSE,3-pointer,28,93-100,'OKC',trails
875,875,875,202202240OKC,27,5.3,4th quarter,06:17.0,Isaiah Roby,OKC,TRUE,2-pointer,4,95-100,'OKC',trails
876,876,876,202202240OKC,1.2,3.1,4th quarter,05:45.0,Aleksej Pokusevski,OKC,FALSE,3-pointer,23,95-100,'OKC',trails
877,877,877,202202240OKC,45,19.3,4th quarter,05:09.0,Aleksej Pokusevski,OKC,TRUE,3-pointer,26,98-103,'OKC',trails
878,878,878,202202240OKC,7.5,25.7,4th quarter,04:31.0,Isaiah Roby,OKC,FALSE,3-pointer,28,98-105,'OKC',trails
879,879,879,202202240OKC,26.5,7.7,4th quarter,04:03.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,5,100-107,'OKC',trails
880,880,880,202202240OKC,27.5,8.3,4th quarter,03:27.0,Josh Giddey,OKC,FALSE,2-pointer,6,100-109,'OKC',trails
881,881,881,202202240OKC,35.6,30.8,4th quarter,02:27.0,Josh Giddey,OKC,FALSE,3-pointer,30,100-112,'OKC',trails
882,882,882,202202240OKC,28.3,7.5,4th quarter,01:57.0,Shai Gilgeous-Alexander,OKC,FALSE,2-pointer,6,100-115,'OKC',trails
883,883,883,202202240OKC,23,5.7,4th quarter,01:32.0,Shai Gilgeous-Alexander,OKC,TRUE,2-pointer,3,102-117,'OKC',trails
884,884,884,202202240OKC,17,28.7,4th quarter,01:10.0,Darius Bazley,OKC,FALSE,3-pointer,26,102-120,'OKC',trails
885,885,885,202202240OKC,31.6,19.3,4th quarter,01:05.0,Josh Giddey,OKC,TRUE,2-pointer,18,104-120,'OKC',trails
886,886,886,202202240OKC,47.6,8.8,4th quarter,00:48.0,Aaron Wiggins,OKC,FALSE,3-pointer,24,104-122,'OKC',trails
887,887,887,202202240OKC,28.8,29.5,4th quarter,00:32.0,Olivier Sarr,OKC,FALSE,3-pointer,27,104-124,'OKC',trails
888,888,888,202202240POR,16.6,28.7,1st quarter,11:29.0,Andrew Wiggins,GSW,FALSE,3-pointer,26,0-0,'POR',tied
889,889,889,202202240POR,22.5,5.9,1st quarter,11:03.0,Gary Payton,GSW,FALSE,2-pointer,3,0-0,'POR',tied
890,890,890,202202240POR,24,3.3,1st quarter,10:56.0,Kevon Looney,GSW,TRUE,2-pointer,0,2-0,'POR',leads
891,891,891,202202240POR,46.7,4.4,1st quarter,10:29.0,Gary Payton,GSW,TRUE,3-pointer,23,5-Feb,'POR',leads
892,892,892,202202240POR,26.4,6.3,1st quarter,09:52.0,Kevon Looney,GSW,TRUE,2-pointer,4,7-Apr,'POR',leads
893,893,893,202202240POR,22.8,4.8,1st quarter,09:28.0,Gary Payton,GSW,FALSE,2-pointer,2,7-Apr,'POR',leads
894,894,894,202202240POR,26.2,4.6,1st quarter,09:13.0,Klay Thompson,GSW,TRUE,2-pointer,3,9-Jun,'POR',leads
895,895,895,202202240POR,21.9,4.4,1st quarter,08:39.0,Kevon Looney,GSW,FALSE,2-pointer,2,9-Aug,'POR',leads
896,896,896,202202240POR,22.8,4.2,1st quarter,08:16.0,Gary Payton,GSW,TRUE,2-pointer,1,11-Nov,'POR',tied
897,897,897,202202240POR,41,25.4,1st quarter,07:41.0,Klay Thompson,GSW,TRUE,3-pointer,28,14-13,'POR',leads
898,898,898,202202240POR,39.3,23.3,1st quarter,07:10.0,Stephen Curry,GSW,FALSE,3-pointer,25,14-16,'POR',trails
899,899,899,202202240POR,7.7,24.8,1st quarter,07:06.0,Klay Thompson,GSW,FALSE,3-pointer,27,14-16,'POR',trails
900,900,900,202202240POR,47,8.8,1st quarter,06:35.0,Andrew Wiggins,GSW,FALSE,3-pointer,24,14-18,'POR',trails
901,901,901,202202240POR,25.8,11.6,1st quarter,05:47.0,Stephen Curry,GSW,TRUE,2-pointer,9,16-22,'POR',trails
902,902,902,202202240POR,14.2,26.9,1st quarter,05:22.0,Stephen Curry,GSW,TRUE,3-pointer,26,19-22,'POR',trails
903,903,903,202202240POR,7.7,22.7,1st quarter,04:47.0,Andrew Wiggins,GSW,FALSE,3-pointer,25,19-24,'POR',trails
904,904,904,202202240POR,29.8,28.3,1st quarter,03:57.0,Stephen Curry,GSW,FALSE,3-pointer,26,19-29,'POR',trails
905,905,905,202202240POR,31.7,10.3,1st quarter,03:33.0,Otto Porter,GSW,TRUE,2-pointer,10,21-29,'POR',trails
906,906,906,202202240POR,28.8,8,1st quarter,03:09.0,Jordan Poole,GSW,FALSE,2-pointer,7,21-29,'POR',trails
907,907,907,202202240POR,24,3.3,1st quarter,03:08.0,Otto Porter,GSW,TRUE,2-pointer,0,23-29,'POR',trails
908,908,908,202202240POR,40,23.2,1st quarter,02:54.0,Andrew Wiggins,GSW,FALSE,3-pointer,26,23-29,'POR',trails
909,909,909,202202240POR,24.3,6.4,1st quarter,02:12.0,Jonathan Kuminga,GSW,FALSE,2-pointer,3,23-30,'POR',trails
910,910,910,202202240POR,46.4,6.7,1st quarter,02:09.0,Otto Porter,GSW,FALSE,3-pointer,23,23-30,'POR',trails
911,911,911,202202240POR,13.7,9.3,1st quarter,00:42.0,Jonathan Kuminga,GSW,FALSE,2-pointer,12,27-30,'POR',trails
912,912,912,202202240POR,12.6,26.4,1st quarter,00:25.0,Klay Thompson,GSW,TRUE,3-pointer,26,30-32,'POR',trails
913,913,913,202202240POR,22.6,6.8,1st quarter,00:00.0,Otto Porter,GSW,FALSE,2-pointer,4,31-32,'POR',trails
914,914,914,202202240POR,23.8,4.2,2nd quarter,11:41.0,Jonathan Kuminga,GSW,TRUE,2-pointer,1,33-32,'POR',leads
915,915,915,202202240POR,22.7,4.1,2nd quarter,10:43.0,Otto Porter,GSW,TRUE,2-pointer,2,35-35,'POR',tied
916,916,916,202202240POR,1.4,3.8,2nd quarter,10:10.0,Klay Thompson,GSW,TRUE,3-pointer,23,38-35,'POR',leads
917,917,917,202202240POR,23.2,3.9,2nd quarter,09:41.0,Otto Porter,GSW,TRUE,2-pointer,1,40-35,'POR',leads
918,918,918,202202240POR,21.5,5.2,2nd quarter,08:44.0,Stephen Curry,GSW,FALSE,2-pointer,3,43-35,'POR',leads
919,919,919,202202240POR,25.2,4.8,2nd quarter,08:25.0,Stephen Curry,GSW,TRUE,2-pointer,2,45-38,'POR',leads
920,920,920,202202240POR,24.3,4.7,2nd quarter,08:09.0,Damion Lee,GSW,TRUE,2-pointer,1,47-38,'POR',leads
921,921,921,202202240POR,39.2,24.1,2nd quarter,07:45.0,Jordan Poole,GSW,TRUE,3-pointer,26,50-38,'POR',leads
922,922,922,202202240POR,4.7,19.3,2nd quarter,06:38.0,Jordan Poole,GSW,TRUE,3-pointer,25,55-38,'POR',leads
923,923,923,202202240POR,37.2,24.6,2nd quarter,06:23.0,Jordan Poole,GSW,FALSE,3-pointer,25,55-38,'POR',leads
924,924,924,202202240POR,40.3,24.3,2nd quarter,03:58.0,Klay Thompson,GSW,FALSE,3-pointer,27,62-44,'POR',leads
925,925,925,202202240POR,5,18.8,2nd quarter,02:55.0,Andrew Wiggins,GSW,FALSE,3-pointer,25,62-47,'POR',leads
926,926,926,202202240POR,24.7,31.5,2nd quarter,02:47.0,Stephen Curry,GSW,TRUE,3-pointer,28,65-47,'POR',leads
927,927,927,202202240POR,23.2,7.2,2nd quarter,02:10.0,Stephen Curry,GSW,TRUE,2-pointer,4,67-50,'POR',leads
928,928,928,202202240POR,14.2,33.7,2nd quarter,00:32.0,Stephen Curry,GSW,FALSE,3-pointer,32,70-55,'POR',leads
929,929,929,202202240POR,21.9,32.1,2nd quarter,00:00.0,Stephen Curry,GSW,FALSE,3-pointer,29,70-57,'POR',leads
930,930,930,202202240POR,24.3,4.2,3rd quarter,11:43.0,Kevon Looney,GSW,TRUE,2-pointer,1,72-57,'POR',leads
931,931,931,202202240POR,12,7.3,3rd quarter,10:50.0,Andrew Wiggins,GSW,FALSE,2-pointer,13,72-60,'POR',leads
932,932,932,202202240POR,22.7,4.6,3rd quarter,10:30.0,Gary Payton,GSW,TRUE,2-pointer,2,74-60,'POR',leads
933,933,933,202202240POR,7.2,23.1,3rd quarter,10:05.0,Andrew Wiggins,GSW,TRUE,3-pointer,26,77-62,'POR',leads
934,934,934,202202240POR,23.9,6,3rd quarter,09:39.0,Andrew Wiggins,GSW,TRUE,2-pointer,3,79-62,'POR',leads
935,935,935,202202240POR,24.9,7,3rd quarter,09:08.0,Kevon Looney,GSW,TRUE,2-pointer,4,81-62,'POR',leads
936,936,936,202202240POR,0.9,5.4,3rd quarter,08:33.0,Klay Thompson,GSW,FALSE,3-pointer,23,81-63,'POR',leads
937,937,937,202202240POR,46.6,3.7,3rd quarter,08:06.0,Jordan Poole,GSW,FALSE,3-pointer,23,81-65,'POR',leads
938,938,938,202202240POR,1.2,10.6,3rd quarter,07:44.0,Klay Thompson,GSW,TRUE,3-pointer,24,84-65,'POR',leads
939,939,939,202202240POR,1.3,5.2,3rd quarter,07:12.0,Andrew Wiggins,GSW,FALSE,3-pointer,23,84-65,'POR',leads
940,940,940,202202240POR,10.8,16.5,3rd quarter,06:41.0,Andrew Wiggins,GSW,FALSE,2-pointer,19,84-65,'POR',leads
941,941,941,202202240POR,47,4.1,3rd quarter,06:34.0,Stephen Curry,GSW,FALSE,3-pointer,23,84-65,'POR',leads
942,942,942,202202240POR,38.3,26.9,3rd quarter,06:06.0,Jordan Poole,GSW,FALSE,3-pointer,28,84-65,'POR',leads
943,943,943,202202240POR,17.7,27.7,3rd quarter,05:39.0,Jonathan Kuminga,GSW,FALSE,3-pointer,25,84-67,'POR',leads
944,944,944,202202240POR,24,4.7,3rd quarter,05:34.0,Jordan Poole,GSW,TRUE,2-pointer,1,86-67,'POR',leads
945,945,945,202202240POR,30.3,28,3rd quarter,04:48.0,Andrew Wiggins,GSW,TRUE,3-pointer,26,89-68,'POR',leads
946,946,946,202202240POR,24.7,4.1,3rd quarter,04:17.0,Kevon Looney,GSW,TRUE,2-pointer,1,91-68,'POR',leads
947,947,947,202202240POR,23.2,8.2,3rd quarter,03:46.0,Jonathan Kuminga,GSW,FALSE,2-pointer,5,91-70,'POR',leads
948,948,948,202202240POR,32.2,17.2,3rd quarter,03:11.0,Andrew Wiggins,GSW,TRUE,2-pointer,16,93-70,'POR',leads
949,949,949,202202240POR,4.8,6.2,3rd quarter,01:55.0,Andrew Wiggins,GSW,FALSE,2-pointer,19,93-71,'POR',leads
950,950,950,202202240POR,40.8,22.9,3rd quarter,01:47.0,Jonathan Kuminga,GSW,TRUE,3-pointer,26,96-71,'POR',leads
951,951,951,202202240POR,11.5,10.8,3rd quarter,01:21.0,Klay Thompson,GSW,FALSE,2-pointer,15,96-71,'POR',leads
952,952,952,202202240POR,24,3.3,3rd quarter,01:17.0,Jonathan Kuminga,GSW,TRUE,2-pointer,0,98-71,'POR',leads
953,953,953,202202240POR,10.7,18.5,3rd quarter,00:50.0,Klay Thompson,GSW,TRUE,2-pointer,20,100-71,'POR',leads
954,954,954,202202240POR,28,15.1,3rd quarter,00:00.0,Klay Thompson,GSW,FALSE,2-pointer,12,100-73,'POR',leads
955,955,955,202202240POR,12.5,8.4,4th quarter,11:03.0,Damion Lee,GSW,FALSE,2-pointer,13,102-75,'POR',leads
956,956,956,202202240POR,25.9,5.9,4th quarter,10:29.0,Jordan Poole,GSW,TRUE,2-pointer,3,104-75,'POR',leads
957,957,957,202202240POR,4.3,18.8,4th quarter,10:00.0,Juan Toscano-Anderson,GSW,FALSE,3-pointer,25,105-77,'POR',leads
958,958,958,202202240POR,5.1,22.1,4th quarter,09:28.0,Jordan Poole,GSW,FALSE,3-pointer,27,105-77,'POR',leads
959,959,959,202202240POR,25.2,4.4,4th quarter,09:07.0,Jordan Poole,GSW,TRUE,2-pointer,2,107-77,'POR',leads
960,960,960,202202240POR,24,4.9,4th quarter,08:32.0,Nemanja Bjelica,GSW,TRUE,2-pointer,2,109-77,'POR',leads
961,961,961,202202240POR,26.1,7.9,4th quarter,08:01.0,Damion Lee,GSW,FALSE,2-pointer,5,109-77,'POR',leads
962,962,962,202202240POR,21.5,5.1,4th quarter,07:41.0,Juan Toscano-Anderson,GSW,TRUE,2-pointer,3,111-77,'POR',leads
963,963,963,202202240POR,0.9,4.8,4th quarter,07:11.0,Moses Moody,GSW,FALSE,3-pointer,23,111-80,'POR',leads
964,964,964,202202240POR,41.1,23.4,4th quarter,07:05.0,Moses Moody,GSW,FALSE,3-pointer,26,111-80,'POR',leads
965,965,965,202202240POR,23.8,4.9,4th quarter,06:32.0,Nemanja Bjelica,GSW,TRUE,2-pointer,2,113-83,'POR',leads
966,966,966,202202240POR,1.5,7.2,4th quarter,05:43.0,Moses Moody,GSW,FALSE,3-pointer,23,114-85,'POR',leads
967,967,967,202202240POR,45.1,16.8,4th quarter,04:38.0,Juan Toscano-Anderson,GSW,TRUE,3-pointer,25,119-89,'POR',leads
968,968,968,202202240POR,26.6,5.2,4th quarter,04:07.0,Gary Payton,GSW,FALSE,2-pointer,3,119-91,'POR',leads
969,969,969,202202240POR,0.9,14.3,4th quarter,03:56.0,Juan Toscano-Anderson,GSW,FALSE,3-pointer,26,119-91,'POR',leads
970,970,970,202202240POR,26.8,28.7,4th quarter,03:37.0,Damion Lee,GSW,FALSE,3-pointer,26,119-91,'POR',leads
971,971,971,202202240POR,22.7,5.5,4th quarter,03:09.0,Damion Lee,GSW,TRUE,2-pointer,3,121-91,'POR',leads
972,972,972,202202240POR,9.7,24.2,4th quarter,02:44.0,Moses Moody,GSW,TRUE,3-pointer,25,124-91,'POR',leads
973,973,973,202202240POR,23.6,5.7,4th quarter,02:09.0,Damion Lee,GSW,TRUE,2-pointer,2,126-93,'POR',leads
974,974,974,202202240POR,25.7,4.4,4th quarter,01:16.0,Nemanja Bjelica,GSW,TRUE,2-pointer,2,129-93,'POR',leads
975,975,975,202202240POR,47.2,4.2,4th quarter,00:34.0,Gary Payton,GSW,TRUE,3-pointer,23,132-95,'POR',leads
976,976,976,202202240POR,29.1,17.4,1st quarter,10:43.0,Josh Hart,POR,TRUE,2-pointer,15,2-Feb,'POR',tied
977,977,977,202202240POR,11.7,17.8,1st quarter,10:04.0,Josh Hart,POR,TRUE,2-pointer,19,4-May,'POR',trails
978,978,978,202202240POR,27.3,4.2,1st quarter,09:34.0,Justise Winslow,POR,FALSE,2-pointer,3,4-Jul,'POR',trails
979,979,979,202202240POR,19.2,14.8,1st quarter,09:22.0,Anfernee Simons,POR,TRUE,2-pointer,13,6-Jul,'POR',trails
980,980,980,202202240POR,26.5,4.6,1st quarter,08:51.0,Josh Hart,POR,TRUE,2-pointer,3,8-Sept,'POR',trails
981,981,981,202202240POR,45.3,14.7,1st quarter,08:34.0,Anfernee Simons,POR,TRUE,3-pointer,24,11-Sept,'POR',leads
982,982,982,202202240POR,20.6,9.6,1st quarter,07:52.0,CJ Elleby,POR,FALSE,2-pointer,7,11-Nov,'POR',tied
983,983,983,202202240POR,24,3.3,1st quarter,07:51.0,Justise Winslow,POR,TRUE,2-pointer,0,13-Nov,'POR',leads
984,984,984,202202240POR,11.4,25.8,1st quarter,07:22.0,Anfernee Simons,POR,TRUE,3-pointer,26,16-14,'POR',leads
985,985,985,202202240POR,24.7,6.2,1st quarter,07:00.0,Josh Hart,POR,TRUE,2-pointer,3,18-14,'POR',leads
986,986,986,202202240POR,29.8,28.5,1st quarter,06:17.0,CJ Elleby,POR,FALSE,3-pointer,26,18-14,'POR',leads
987,987,987,202202240POR,22.9,4.7,1st quarter,05:56.0,CJ Elleby,POR,TRUE,2-pointer,2,22-14,'POR',leads
988,988,988,202202240POR,29.3,7.8,1st quarter,05:28.0,Justise Winslow,POR,FALSE,2-pointer,7,22-16,'POR',leads
989,989,989,202202240POR,11.4,4.6,1st quarter,05:01.0,Anfernee Simons,POR,TRUE,2-pointer,13,24-19,'POR',leads
990,990,990,202202240POR,0.9,6.9,1st quarter,04:15.0,Greg Brown,POR,TRUE,3-pointer,23,29-19,'POR',leads
991,991,991,202202240POR,35.1,26.7,1st quarter,03:41.0,Anfernee Simons,POR,FALSE,3-pointer,26,29-19,'POR',leads
992,992,992,202202240POR,26.3,6,1st quarter,02:23.0,Greg Brown,POR,FALSE,2-pointer,4,30-23,'POR',leads
993,993,993,202202240POR,47.1,3.4,1st quarter,02:21.0,Ben McLemore,POR,FALSE,3-pointer,23,30-23,'POR',leads
994,994,994,202202240POR,20.7,9.5,1st quarter,01:58.0,Trendon Watford,POR,FALSE,2-pointer,7,30-23,'POR',leads
995,995,995,202202240POR,30.5,10.5,1st quarter,01:28.0,Brandon Williams,POR,FALSE,2-pointer,10,30-25,'POR',leads
996,996,996,202202240POR,43.2,18.7,1st quarter,01:01.0,Keon Johnson,POR,FALSE,3-pointer,25,30-27,'POR',leads
997,997,997,202202240POR,24.4,3.9,1st quarter,00:37.0,Greg Brown,POR,TRUE,2-pointer,1,32-27,'POR',leads
998,998,998,202202240POR,23.2,5.1,1st quarter,00:05.0,Keon Johnson,POR,FALSE,2-pointer,2,32-30,'POR',leads
999,999,999,202202240POR,40.3,21.8,2nd quarter,11:29.0,Ben McLemore,POR,FALSE,3-pointer,25,32-33,'POR',trails
1000,1000,1000,202202240POR,43.4,18.9,2nd quarter,10:56.0,Brandon Williams,POR,TRUE,3-pointer,25,35-33,'POR',leads
1001,1001,1001,202202240POR,19.4,17.7,2nd quarter,10:16.0,Brandon Williams,POR,FALSE,2-pointer,15,35-35,'POR',tied
1002,1002,1002,202202240POR,12.2,25.8,2nd quarter,09:50.0,Ben McLemore,POR,FALSE,3-pointer,26,35-38,'POR',trails
1003,1003,1003,202202240POR,40.9,21.8,2nd quarter,08:54.0,Josh Hart,POR,FALSE,3-pointer,25,35-43,'POR',trails
1004,1004,1004,202202240POR,5.2,20.8,2nd quarter,08:39.0,Anfernee Simons,POR,TRUE,3-pointer,26,38-43,'POR',trails
1005,1005,1005,202202240POR,8.2,23.1,2nd quarter,07:50.0,Ben McLemore,POR,FALSE,3-pointer,25,38-47,'POR',trails
1006,1006,1006,202202240POR,10.8,27.4,2nd quarter,07:26.0,Anfernee Simons,POR,FALSE,3-pointer,28,38-50,'POR',trails
1007,1007,1007,202202240POR,29.8,29.2,2nd quarter,07:01.0,Josh Hart,POR,FALSE,3-pointer,27,38-52,'POR',trails
1008,1008,1008,202202240POR,17.1,12.6,2nd quarter,06:03.0,Anfernee Simons,POR,FALSE,2-pointer,12,38-55,'POR',trails
1009,1009,1009,202202240POR,8.1,5.3,2nd quarter,05:00.0,Justise Winslow,POR,FALSE,2-pointer,16,40-57,'POR',trails
1010,1010,1010,202202240POR,21.3,14.3,2nd quarter,04:06.0,Justise Winslow,POR,TRUE,2-pointer,11,44-62,'POR',trails
1011,1011,1011,202202240POR,18.7,11.5,2nd quarter,03:22.0,Justise Winslow,POR,FALSE,2-pointer,10,45-62,'POR',trails
1012,1012,1012,202202240POR,12.4,6.7,2nd quarter,03:13.0,Anfernee Simons,POR,FALSE,2-pointer,12,45-62,'POR',trails
1013,1013,1013,202202240POR,39.3,23.9,2nd quarter,03:05.0,CJ Elleby,POR,FALSE,3-pointer,26,45-62,'POR',trails
1014,1014,1014,202202240POR,24,3.3,2nd quarter,03:02.0,Drew Eubanks,POR,TRUE,2-pointer,0,47-62,'POR',trails
1015,1015,1015,202202240POR,21.9,28.7,2nd quarter,02:29.0,Anfernee Simons,POR,TRUE,3-pointer,26,50-65,'POR',trails
1016,1016,1016,202202240POR,24,6.4,2nd quarter,01:54.0,Josh Hart,POR,FALSE,2-pointer,3,50-67,'POR',trails
1017,1017,1017,202202240POR,5.2,20.1,2nd quarter,01:40.0,Justise Winslow,POR,TRUE,3-pointer,25,53-68,'POR',trails
1018,1018,1018,202202240POR,1.3,13.9,2nd quarter,01:05.0,Justise Winslow,POR,FALSE,3-pointer,25,53-68,'POR',trails
1019,1019,1019,202202240POR,24.5,3.8,2nd quarter,00:39.0,Justise Winslow,POR,TRUE,2-pointer,1,55-70,'POR',trails
1020,1020,1020,202202240POR,38.3,29.8,3rd quarter,11:19.0,Josh Hart,POR,FALSE,3-pointer,30,57-72,'POR',trails
1021,1021,1021,202202240POR,47,9.5,3rd quarter,11:11.0,Justise Winslow,POR,TRUE,3-pointer,24,60-72,'POR',trails
1022,1022,1022,202202240POR,8.5,6.7,3rd quarter,10:42.0,Justise Winslow,POR,FALSE,2-pointer,16,60-72,'POR',trails
1023,1023,1023,202202240POR,46.8,7.4,3rd quarter,09:54.0,CJ Elleby,POR,FALSE,3-pointer,23,62-77,'POR',trails
1024,1024,1024,202202240POR,36.7,24.8,3rd quarter,09:20.0,Josh Hart,POR,FALSE,3-pointer,25,62-79,'POR',trails
1025,1025,1025,202202240POR,38.1,5,3rd quarter,08:23.0,Greg Brown,POR,TRUE,2-pointer,14,65-81,'POR',trails
1026,1026,1026,202202240POR,7.1,22.4,3rd quarter,08:00.0,Greg Brown,POR,FALSE,3-pointer,26,65-81,'POR',trails
1027,1027,1027,202202240POR,31.3,8.1,3rd quarter,07:24.0,Drew Eubanks,POR,FALSE,2-pointer,9,65-84,'POR',trails
1028,1028,1028,202202240POR,6.8,21.3,3rd quarter,07:02.0,Anfernee Simons,POR,FALSE,3-pointer,25,65-84,'POR',trails
1029,1029,1029,202202240POR,24.4,5.4,3rd quarter,05:56.0,Josh Hart,POR,TRUE,2-pointer,2,67-84,'POR',trails
1030,1030,1030,202202240POR,30,22.6,3rd quarter,04:28.0,Anfernee Simons,POR,FALSE,2-pointer,20,68-89,'POR',trails
1031,1031,1031,202202240POR,23,3.1,3rd quarter,03:57.0,Anfernee Simons,POR,TRUE,2-pointer,1,70-91,'POR',trails
1032,1032,1032,202202240POR,16.7,9.1,3rd quarter,02:28.0,Anfernee Simons,POR,FALSE,2-pointer,9,70-93,'POR',trails
